Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
   223     tcp         cdc                      Certificate Distribution Center 
   223     udp         cdc                      Certificate Distribution Center 
   224     tcp         masqdialer               masqdialer 
   224     udp         masqdialer               masqdialer 
   242     tcp         direct                   Direct 
   242     udp         direct                   Direct 
   243     tcp         sur-meas                 Survey Measurement 
   243     udp         sur-meas                 Survey Measurement 
   244     tcp         inbusiness               inbusiness 
   244     udp         inbusiness               inbusiness 
   244     tcp         dayna                    Dayna 
   244     udp         dayna                    Dayna 
   245     tcp         link                     LINK 
   245     udp         link                     LINK 
   246     tcp         dsp3270                  Display Systems Protocol 
   246     udp         dsp3270                  Display Systems Protocol 
   247     tcp         subntbcst_tftp           SUBNTBCST_TFTP 
   247     udp         subntbcst_tftp           SUBNTBCST_TFTP 
   248     tcp         bhfhs                    bhfhs 
   248     udp         bhfhs                    bhfhs 
   256     tcp         rap                      RAP 
   256     udp         rap                      RAP 
   256     tcp         fw1-sync                 Checkpoint Firewall-1 state table sync 
   257     tcp         set                      Secure Electronic Transaction 
   257     udp         set                      Secure Electronic Transaction 
   257     tcp         fw1-log                  Check Point FW-1/VPN-1 log transfer 
   258     tcp         yak-chat                 Yak Winsock Personal Chat 
   258     udp         yak-chat                 Yak Winsock Personal Chat 
   258     tcp         fw1-mgmt                 Check Point FW-1/VPN-1 management 
   259     tcp         esro-gen                 Efficient Short Remote Operations 
   259     udp         esro-gen                 Efficient Short Remote Operations 
   259     tcp         fw1-clntauth             Check Point FW-1/VPN-1 client auth 
   259     udp         fw1-rdp                  Check Point FW-1/VPN-1 key negotiations over RDP 
   260     tcp         openport                 Openport 
   260     udp         openport                 Openport 
   260     udp         fw1-snmp                 Check Point FW-1/VPN-1 SNMP agent 
   261     tcp         nsiiops                  IIOP Name Service over TLS SSL 
   261     udp         nsiiops                  IIOP Name Service over TLS SSL 
   261     tcp         fw1-mgmt                 Check Point FW-1/VPN-1 Management 
   261     tcp         fw-snauth                Check Point FW-1/VPN-1 session auth 
   262     tcp         arcisdms                 Arcisdms 
   262     udp         arcisdms                 Arcisdms 
   263     tcp         hdap                     HDAP 
   263     udp         hdap                     HDAP 
   264     tcp         bgmp                     Border Gateway Multicast Protocol 
   264     udp         bgmp                     Border Gateway Multicast Protocol 
   264     tcp         fw1-topo                 Check Point VPN-1 topology download 
   265     tcp         x-bone-ctl               X-Bone CTL 
   265     udp         x-bone-ctl               X-Bone CTL 
   265     tcp         fw1-key                  Check Point VPN-1 public key transfer protocol 
   266     tcp         sst                      SCSI on ST 
   266     udp         sst                      SCSI on ST 
   267     tcp         td-service               Tobit David Service Layer 
   267     udp         td-service               Tobit David Service Layer 
   268     tcp         td-replica               Tobit David Replica 
   268     udp         td-replica               Tobit David Replica 
   280     tcp         http-mgmt                http-mgmt 
   280     udp         http-mgmt                http-mgmt 
   281     tcp         personal-link            Personal Link 
   281     udp         personal-link            Personal Link 
   282     tcp         cableport-ax             Cable Port A X 
   282     udp         cableport-ax             Cable Port A X 
   283     tcp         rescap                   rescap 
   283     udp         rescap                   rescap 
   284     tcp         corerjd                  corerjd 
   284     udp         corerjd                  corerjd 
   286     tcp         fxp-1                    FXP-1 
   286     udp         fxp-1                    FXP-1 
   287     tcp         k-block                  K-BLOCK 
   287     udp         k-block                  K-BLOCK 
   308     tcp         novastorbakcup           Novastor Backup 
   308     udp         novastorbakcup           Novastor Backup 
   309     tcp         entrusttime              EntrustTime 
   309     udp         entrusttime              EntrustTime 
   310     tcp         bhmds                    bhmds 
   310     udp         bhmds                    bhmds 
   311     tcp         asip-webadmin            AppleShare IP WebAdmin 
   311     udp         asip-webadmin            AppleShare IP WebAdmin 
